person_id,time_of_measurement,measured_download_speed_in_Mbps,did_test_complete_successfully
11285762,2019-06-30T20:30:46Z,95.997936,TRUE
4991186,2019-06-30T15:18:39Z,102.30314399999999,TRUE
2565330,2019-06-30T17:13:27Z,107.197344,TRUE
2211044,2019-06-30T20:07:00Z,106.497472,TRUE
3899006,2019-06-30T16:36:20Z,48.387736,TRUE
6986422,2019-06-30T22:48:50Z,107.86152,TRUE
1028839,2019-06-30T18:45:37Z,52.850471999999996,TRUE
23487042,2019-06-30T19:30:38Z,104.96903999999999,TRUE
1027919,2019-06-30T22:04:39Z,60.184056,TRUE
24029406,2019-06-30T02:28:48Z,19.911431999999998,TRUE
24029406,2019-06-30T02:33:36Z,19.847496,TRUE
2219340,2019-06-30T18:55:25Z,107.700024,TRUE
4406790,2019-06-30T09:36:27Z,39.469232,TRUE
1231668,2019-06-30T23:51:39Z,60.430416,TRUE
24028866,2019-06-30T19:01:25Z,36.596096,TRUE
1028001,2019-06-30T22:27:49Z,105.722352,TRUE
2261014,2019-06-30T23:33:35Z,60.104223999999995,TRUE
1231656,2019-06-29T07:17:32Z,60.23692,TRUE
1231656,2019-06-29T22:38:28Z,60.032264,TRUE
23084194,2019-06-29T10:44:29Z,107.151904,TRUE
23084186,2019-06-29T19:49:05Z,56.408704,TRUE
6986482,2019-06-29T19:43:31Z,22.399968,TRUE
1188468,2019-06-29T08:53:24Z,60.433752,TRUE
1347838,2019-06-29T18:14:40Z,15.639696,TRUE
2211060,2019-06-29T19:25:23Z,107.888448,TRUE
1028879,2019-06-29T08:14:19Z,60.4966,TRUE
2219376,2019-06-29T23:12:23Z,106.733048,TRUE
6986610,2019-06-29T09:23:37Z,105.31409599999999,TRUE
1028827,2019-06-29T20:38:34Z,56.96116,TRUE
1028827,2019-06-29T22:38:32Z,60.135856,TRUE
3881226,2019-06-29T20:55:19Z,58.707592,TRUE
1028839,2019-06-29T21:45:51Z,52.762671999999995,TRUE
1029426,2019-06-29T19:05:16Z,60.552144,TRUE
1029426,2019-06-29T20:10:41Z,60.536359999999995,TRUE
23487042,2019-06-29T20:30:40Z,105.112656,TRUE
1029426,2019-06-29T22:06:28Z,60.487656,TRUE
24028866,2019-06-29T22:01:27Z,36.486976,TRUE
6986450,2019-06-29T19:29:34Z,107.28867199999999,TRUE
1347840,2019-06-29T22:02:35Z,26.697415999999997,TRUE
3880994,2019-06-29T19:32:32Z,48.014688,TRUE
3880994,2019-06-29T22:32:23Z,59.24988,TRUE
3899010,2019-07-01T08:07:17Z,60.41784,TRUE
3899010,2019-07-01T23:09:59Z,60.133384,TRUE
2211232,2019-07-01T21:12:25Z,35.660696,TRUE
2219382,2019-07-01T23:53:10Z,60.379016,TRUE
6986422,2019-07-01T21:48:50Z,107.798616,TRUE
11285762,2019-07-01T06:30:45Z,106.426088,TRUE
2211184,2019-07-01T13:42:12Z,60.450336,TRUE
5301302,2019-07-01T18:09:05Z,60.515575999999996,TRUE
21854442,2019-07-01T04:53:22Z,107.729744,TRUE
1231668,2019-07-01T19:51:39Z,60.460352,TRUE
5071782,2019-06-23T23:31:43Z,60.396983999999996,TRUE
23486882,2019-06-23T20:54:02Z,52.457263999999995,TRUE
3899010,2019-06-23T20:10:01Z,59.137375999999996,TRUE
1029498,2019-06-23T22:48:00Z,59.950488,TRUE
2219376,2019-06-23T00:09:49Z,107.841296,TRUE
24029490,2019-06-23T07:26:17Z,24.621271999999998,TRUE
24029378,2019-06-23T13:44:57Z,23.634776,TRUE
24029378,2019-06-23T20:40:52Z,23.616368,TRUE
6986338,2019-06-23T05:20:33Z,101.576712,TRUE
5071914,2019-06-23T03:10:09Z,107.413528,TRUE
24029406,2019-06-23T02:28:47Z,46.41212,TRUE
24029406,2019-06-23T14:10:03Z,45.566455999999995,TRUE
24029406,2019-06-23T20:25:17Z,45.885695999999996,TRUE
1231656,2019-06-23T20:32:47Z,60.187143999999996,TRUE
24029406,2019-06-23T21:30:53Z,46.08408,TRUE
1231656,2019-06-23T22:33:02Z,55.576983999999996,TRUE
24029406,2019-06-23T22:35:27Z,46.435272,TRUE
1231656,2019-06-23T23:32:47Z,56.933256,TRUE
2975328,2019-06-23T04:58:31Z,60.392911999999995,TRUE
11285762,2019-06-23T00:30:31Z,100.66188,TRUE
5301302,2019-06-23T22:08:36Z,60.047847999999995,TRUE
4191210,2019-06-23T23:16:14Z,41.497336,TRUE
4114290,2019-06-23T09:38:09Z,106.923384,TRUE
1028001,2019-06-23T04:28:05Z,105.030568,TRUE
2322840,2019-06-23T19:45:12Z,36.2582,TRUE
2521540,2019-06-23T21:58:48Z,51.983976,TRUE
23084194,2019-06-23T10:44:16Z,107.173824,TRUE
1027919,2019-06-23T08:04:40Z,60.165983999999995,TRUE
2219464,2019-06-23T11:57:09Z,104.948304,TRUE
23486970,2019-06-23T05:08:57Z,59.761568,TRUE
6986482,2019-06-23T00:40:55Z,27.217184,TRUE
6986482,2019-06-23T19:43:40Z,14.660168,TRUE
2211232,2019-06-27T18:12:23Z,35.651728,TRUE
2219496,2019-06-27T19:20:06Z,59.879776,TRUE
11285730,2019-06-09T19:10:45Z,53.583296,TRUE
4991202,2019-06-09T20:42:02Z,58.057032,TRUE
2322840,2019-06-09T02:44:07Z,36.750648,TRUE
2322840,2019-06-09T08:44:07Z,36.704616,TRUE
23084186,2019-06-09T19:49:20Z,56.282047999999996,TRUE
21854474,2019-06-09T22:25:03Z,92.177688,TRUE
2219496,2019-06-09T20:21:30Z,59.494944,TRUE
23786670,2019-06-09T20:06:30Z,99.901584,TRUE
2261014,2019-06-09T07:30:58Z,60.223368,TRUE
21279190,2019-06-09T22:31:17Z,54.784832,TRUE
3881210,2019-06-09T22:54:27Z,105.82541599999999,TRUE
6986610,2019-06-09T21:24:51Z,107.253616,TRUE
3899014,2019-06-09T23:30:47Z,107.29879199999999,TRUE
2273484,2019-06-09T22:25:24Z,32.101624,TRUE
5301330,2019-06-09T05:01:35Z,59.474807999999996,TRUE
2565330,2019-06-09T23:13:32Z,107.87772,TRUE
1028955,2019-07-01T22:19:30Z,48.64244,TRUE
23116282,2019-07-01T21:47:57Z,55.729032,TRUE
1354462,2019-07-01T10:46:35Z,60.084151999999996,TRUE
23487054,2019-07-01T03:20:23Z,60.007279999999994,TRUE
23487054,2019-07-01T15:21:31Z,50.334224,TRUE
4114290,2019-07-01T18:41:01Z,102.521896,TRUE
4991202,2019-07-01T07:42:15Z,59.720223999999995,TRUE
2211060,2019-07-01T16:23:03Z,107.87992,TRUE
5301302,2019-07-01T20:09:09Z,60.464504,TRUE
11285730,2019-07-01T20:11:27Z,42.797008,TRUE
2521540,2019-07-01T22:00:35Z,46.980399999999996,TRUE
11285738,2019-07-01T22:44:58Z,105.56455199999999,TRUE
2521540,2019-07-01T21:00:26Z,50.312343999999996,TRUE
2521540,2019-07-01T23:00:23Z,52.409464,TRUE
1347838,2019-07-01T20:14:39Z,19.845352,TRUE
2211104,2019-07-01T23:41:58Z,60.441199999999995,TRUE
1028955,2019-07-01T12:17:44Z,48.275431999999995,TRUE
4719126,2019-07-01T20:27:40Z,106.68016,TRUE
4719126,2019-07-01T21:27:34Z,107.8658,TRUE
21854474,2019-07-01T02:25:18Z,101.12071999999999,TRUE
5071862,2019-07-01T18:04:39Z,59.789559999999994,TRUE
1354462,2019-07-01T20:49:19Z,59.59704,TRUE
11285762,2019-07-01T12:30:58Z,106.447064,TRUE
23084186,2019-07-01T21:49:05Z,58.850296,TRUE
4114290,2019-07-01T09:38:08Z,106.974432,TRUE
11285730,2019-07-01T22:11:21Z,42.690591999999995,TRUE
2521540,2019-07-01T15:00:24Z,52.405184,TRUE
1188488,2019-07-01T07:20:49Z,116.666888,TRUE
1188488,2019-07-01T13:20:45Z,111.85936799999999,TRUE
6986482,2019-07-01T22:43:31Z,27.212576,TRUE
1188468,2019-07-01T02:53:23Z,60.431551999999996,TRUE
1028947,2019-07-01T03:10:41Z,48.9728,TRUE
2211184,2019-07-01T07:42:35Z,60.542967999999995,TRUE
5301302,2019-07-01T11:09:12Z,59.961768,TRUE
1347838,2019-07-01T02:11:57Z,19.34176,TRUE
1231656,2019-07-01T01:17:17Z,60.120672,TRUE
1231656,2019-07-01T07:17:25Z,60.137456,TRUE
1028001,2019-07-01T22:28:19Z,103.474272,TRUE
24028866,2019-07-01T23:01:13Z,35.514536,TRUE
21854474,2019-07-01T23:25:53Z,101.840656,TRUE
1354462,2019-07-01T16:46:39Z,60.415568,TRUE
23989234,2019-07-01T06:48:03Z,59.024128,TRUE
11285762,2019-07-01T18:30:55Z,106.43399199999999,TRUE
11285762,2019-07-01T21:30:45Z,57.59044,TRUE
5301302,2019-07-01T23:08:45Z,60.452752,TRUE
23084194,2019-07-01T23:44:43Z,106.951568,TRUE
21854474,2019-07-01T18:25:18Z,107.057744,TRUE
5071862,2019-07-01T01:02:15Z,60.022847999999996,TRUE
5071862,2019-07-01T21:04:39Z,59.984719999999996,TRUE
2211104,2019-07-01T08:39:20Z,60.44316,TRUE
1231656,2019-07-01T07:41:20Z,60.123424,TRUE
4719126,2019-07-01T23:25:33Z,107.781784,TRUE
24028866,2019-07-01T21:02:04Z,36.387296,TRUE
23116282,2019-07-01T15:45:05Z,58.605143999999996,TRUE
5071862,2019-07-01T22:04:39Z,59.993767999999996,TRUE
1188488,2019-07-01T21:20:47Z,116.67962399999999,TRUE
6986482,2019-07-01T21:43:46Z,27.189552,TRUE
4191210,2019-07-01T21:16:05Z,35.520703999999995,TRUE
1188468,2019-07-01T22:56:05Z,60.420384,TRUE
2211104,2019-07-01T21:41:59Z,60.445296,TRUE
2211104,2019-07-01T22:41:59Z,60.44336,TRUE
4719126,2019-07-01T19:27:36Z,107.86441599999999,TRUE
21854474,2019-07-01T21:26:04Z,98.971384,TRUE
11285762,2019-07-01T00:30:56Z,96.252264,TRUE
5301302,2019-07-01T17:09:07Z,60.411304,TRUE
11285762,2019-07-01T22:30:50Z,70.42996,TRUE
11285762,2019-07-01T23:30:46Z,92.95515999999999,TRUE
23084194,2019-07-01T10:44:25Z,107.177488,TRUE
23084186,2019-07-01T11:46:19Z,59.049279999999996,TRUE
23084186,2019-07-01T23:49:03Z,58.992456,TRUE
1028947,2019-07-01T09:10:34Z,49.101968,TRUE
1028947,2019-07-01T22:13:08Z,34.76912,TRUE
1347838,2019-07-01T14:12:37Z,19.815448,TRUE
1347838,2019-07-01T18:14:40Z,19.707383999999998,TRUE
2211104,2019-07-01T02:39:25Z,60.441359999999996,TRUE
23116282,2019-07-01T03:45:11Z,56.263008,TRUE
23116282,2019-07-01T18:47:54Z,58.605128,TRUE
23116282,2019-07-01T19:47:54Z,58.31632,TRUE
21854474,2019-07-01T14:25:19Z,101.625744,TRUE
1354462,2019-07-01T19:49:19Z,59.898559999999996,TRUE
2211184,2019-07-01T01:42:35Z,60.436688,TRUE
23084194,2019-07-01T16:44:28Z,107.175328,TRUE
1028947,2019-07-01T15:11:03Z,49.028456,TRUE
23084186,2019-07-01T05:46:22Z,59.104744,TRUE
23084186,2019-07-01T17:46:23Z,59.097488,TRUE
1028947,2019-07-01T19:13:13Z,19.145768,TRUE
1028947,2019-07-01T21:13:06Z,49.028272,TRUE
1028947,2019-07-01T18:13:27Z,15.809288,TRUE
11285738,2019-07-01T07:42:11Z,105.604384,TRUE
11285738,2019-07-01T18:44:56Z,105.423304,TRUE
11285738,2019-07-01T19:45:03Z,103.619112,TRUE
2521540,2019-07-01T03:00:26Z,52.36808,TRUE
2521540,2019-07-01T19:00:25Z,52.41628,TRUE
2521540,2019-07-01T20:00:24Z,52.469319999999996,TRUE
2211060,2019-07-01T04:23:07Z,107.50507999999999,TRUE
6986482,2019-07-01T19:43:31Z,27.180232,TRUE
4191210,2019-07-01T20:16:29Z,34.979535999999996,TRUE
2211060,2019-07-01T18:25:24Z,107.88505599999999,TRUE
1188468,2019-07-01T19:56:07Z,60.74416,TRUE
5071790,2019-07-01T08:09:10Z,18.570024,TRUE
1028915,2019-07-01T04:24:29Z,60.39308,TRUE
23486882,2019-07-01T08:51:30Z,59.602287999999994,TRUE
4441394,2019-07-01T01:33:06Z,47.596816,TRUE
1027953,2019-07-01T03:45:08Z,107.907872,TRUE
1027953,2019-07-01T15:46:35Z,107.697784,TRUE
22865978,2019-07-01T22:54:35Z,105.85220799999999,TRUE
2219376,2019-07-01T18:12:22Z,107.459296,TRUE
2219376,2019-07-01T19:12:23Z,107.65349599999999,TRUE
1347870,2019-07-01T19:32:03Z,51.675087999999995,TRUE
24029506,2019-07-01T19:58:46Z,59.949279999999995,TRUE
2219376,2019-07-01T21:12:26Z,107.73641599999999,TRUE
24029490,2019-07-01T21:26:17Z,24.62816,TRUE
2219376,2019-07-01T23:12:22Z,107.55411199999999,TRUE
24029378,2019-07-01T18:51:28Z,23.414032,TRUE
6986482,2019-07-01T06:40:50Z,26.5228,TRUE
4991202,2019-07-01T19:42:11Z,59.301384,TRUE
11285730,2019-07-01T23:12:37Z,42.651568,TRUE
4191210,2019-07-01T07:14:06Z,35.615392,TRUE
2211060,2019-07-01T19:25:23Z,107.88539999999999,TRUE
5071986,2019-07-01T23:38:23Z,58.305816,TRUE
23486970,2019-07-01T11:08:58Z,59.306183999999995,TRUE
23486970,2019-07-01T20:11:40Z,55.359072,TRUE
1347786,2019-07-01T17:28:18Z,28.861255999999997,TRUE
3880994,2019-07-01T20:32:21Z,59.978263999999996,TRUE
3880994,2019-07-01T23:32:25Z,59.998495999999996,TRUE
2521492,2019-07-01T22:43:11Z,107.83570399999999,TRUE
2219340,2019-07-01T13:55:19Z,107.879272,TRUE
1028001,2019-07-01T16:25:33Z,98.576112,TRUE
21279190,2019-07-01T05:28:35Z,58.250167999999995,TRUE
1347800,2019-07-01T19:16:50Z,17.19428,TRUE
6986610,2019-07-01T21:24:37Z,107.19104,TRUE
1027953,2019-07-01T20:47:51Z,107.78521599999999,TRUE
22865978,2019-07-01T19:54:34Z,105.85982399999999,TRUE
24029490,2019-07-01T19:26:35Z,24.628096,TRUE
1347870,2019-07-01T20:31:55Z,65.673696,TRUE
1347870,2019-07-01T21:31:58Z,64.623368,TRUE
2219376,2019-07-01T22:12:33Z,107.678696,TRUE
1029498,2019-07-01T16:45:36Z,59.950599999999994,TRUE
1029498,2019-07-01T23:48:01Z,60.028768,TRUE
6986338,2019-07-01T05:20:53Z,100.466056,TRUE
3881210,2019-07-01T18:54:27Z,105.90547199999999,TRUE
24029378,2019-07-01T20:39:06Z,23.41628,TRUE
2565330,2019-07-01T21:13:14Z,106.157704,TRUE
2565330,2019-07-01T22:13:48Z,107.88331199999999,TRUE
23487042,2019-07-01T07:27:57Z,104.668928,TRUE
23487042,2019-07-01T13:27:57Z,104.879272,TRUE
2219382,2019-07-01T18:53:10Z,60.0622,TRUE
3880970,2019-07-01T21:27:27Z,101.523832,TRUE
2219382,2019-07-01T21:53:10Z,60.429544,TRUE
1029442,2019-07-01T01:55:38Z,59.974312,TRUE
1029442,2019-07-01T23:58:21Z,57.596592,TRUE
11285726,2019-07-01T20:30:48Z,24.234560000000002,TRUE
2211184,2019-07-01T23:42:07Z,60.482864,TRUE
23084186,2019-07-01T19:49:05Z,57.40764,TRUE
23084194,2019-07-01T21:44:29Z,94.569744,TRUE
1347840,2019-07-01T13:02:41Z,26.583952,TRUE
2211158,2019-07-01T17:20:08Z,54.727864,TRUE
1347840,2019-07-01T20:02:40Z,26.667271999999997,TRUE
1347840,2019-07-01T21:02:40Z,26.671832000000002,TRUE
2521540,2019-06-30T23:00:24Z,52.411528,TRUE
1188468,2019-06-30T18:56:08Z,60.427504,TRUE
1347838,2019-06-30T14:11:58Z,19.831592,TRUE
1231656,2019-06-30T13:41:54Z,58.552687999999996,TRUE
1231656,2019-06-30T18:37:57Z,60.05084,TRUE
4991202,2019-06-30T23:42:36Z,60.168448,TRUE
6986338,2019-06-30T18:21:18Z,101.23066399999999,TRUE
3881226,2019-06-30T22:55:45Z,60.445656,TRUE
4441394,2019-06-30T20:35:04Z,47.650512,TRUE
6986610,2019-06-30T18:24:39Z,102.634176,TRUE
2219376,2019-06-30T00:09:41Z,107.83415199999999,TRUE
2219376,2019-06-30T12:09:49Z,107.824784,TRUE
24029490,2019-06-30T22:26:13Z,24.630248,TRUE
1028879,2019-06-30T02:14:11Z,60.468936,TRUE
24029378,2019-06-30T18:45:07Z,23.457712,TRUE
24029378,2019-06-30T20:51:27Z,23.370312,TRUE
1028879,2019-06-30T22:14:21Z,60.459744,TRUE
5071914,2019-06-30T19:12:52Z,107.20020799999999,TRUE
5071914,2019-06-30T20:12:55Z,36.456199999999995,TRUE
1028827,2019-06-30T10:36:55Z,53.169616,TRUE
1027953,2019-06-30T15:45:23Z,107.889304,TRUE
1027953,2019-06-30T20:47:51Z,106.89735999999999,TRUE
1029442,2019-06-30T18:58:21Z,60.00908,TRUE
2975328,2019-06-30T16:58:32Z,60.381367999999995,TRUE
4406790,2019-06-30T03:36:25Z,39.417624000000004,TRUE
2261014,2019-06-30T18:33:38Z,51.900104,TRUE
21279190,2019-06-30T20:31:14Z,58.411215999999996,TRUE
24028866,2019-07-01T22:01:04Z,36.305312,TRUE
5071862,2019-07-01T13:02:05Z,59.995472,TRUE
1354462,2019-07-01T18:49:17Z,60.406664,TRUE
23989234,2019-07-01T23:48:04Z,58.834351999999996,TRUE
21854474,2019-07-01T22:25:23Z,74.064544,TRUE
23989234,2019-07-01T12:48:10Z,59.016816,TRUE
5071986,2019-07-01T21:38:23Z,56.532008,TRUE
23486970,2019-07-01T19:11:40Z,59.63644,TRUE
1347786,2019-07-01T05:28:17Z,28.877432,TRUE
1231656,2019-07-01T19:32:38Z,58.688568,TRUE
1231656,2019-07-01T21:38:31Z,58.488864,TRUE
2219340,2019-07-01T23:55:17Z,107.90252799999999,TRUE
24028866,2019-07-01T14:01:30Z,36.216415999999995,TRUE
1028001,2019-07-01T20:28:09Z,104.752816,TRUE
1347800,2019-07-01T21:16:48Z,18.88216,TRUE
21279190,2019-07-01T22:31:17Z,58.431624,TRUE
1347786,2019-07-01T23:30:53Z,28.810664,TRUE
2219496,2019-07-01T19:20:10Z,59.954159999999995,TRUE
2211294,2019-07-01T23:57:45Z,107.093896,TRUE
1347800,2019-07-01T15:14:18Z,15.485592,TRUE
1354462,2019-06-30T16:47:46Z,60.408879999999996,TRUE
1354462,2019-06-30T21:49:19Z,55.370768,TRUE
1028955,2019-06-30T18:19:19Z,48.818144,TRUE
1231656,2019-06-30T23:43:29Z,60.150352,TRUE
23487054,2019-06-30T20:22:48Z,56.386351999999995,TRUE
4991186,2019-06-30T19:20:21Z,107.076112,TRUE
4991186,2019-06-30T23:20:23Z,107.750624,TRUE
3030066,2019-06-30T19:44:56Z,36.356128,TRUE
3030066,2019-06-30T20:44:56Z,36.3074,TRUE
2273484,2019-06-30T16:25:24Z,31.984887999999998,TRUE
2273484,2019-06-30T19:25:24Z,31.903024,TRUE
3880970,2019-06-30T20:27:22Z,50.826935999999996,TRUE
2273484,2019-06-30T22:25:24Z,32.083376,TRUE
24029378,2019-06-30T07:50:04Z,23.439328,TRUE
2211232,2019-06-30T09:09:40Z,35.649096,TRUE
3881226,2019-06-30T02:55:41Z,60.20052,TRUE
2219340,2019-06-30T07:55:21Z,101.978392,TRUE
21279190,2019-06-30T19:31:17Z,52.36108,TRUE
1231668,2019-06-30T20:51:38Z,60.434576,TRUE
2219340,2019-06-30T01:55:39Z,107.87616799999999,TRUE
24029406,2019-06-30T08:09:34Z,19.856696,TRUE
24029406,2019-06-30T14:09:31Z,19.854432,TRUE
21279190,2019-06-30T18:31:17Z,52.138152,TRUE
1231668,2019-06-30T18:51:39Z,60.430248,TRUE
24029378,2019-06-29T07:23:43Z,23.448624,TRUE
3899010,2019-06-29T08:07:22Z,60.214832,TRUE
3899010,2019-06-29T20:09:58Z,60.419608,TRUE
1196486,2019-06-29T21:23:51Z,60.29076,TRUE
2219376,2019-06-29T19:12:22Z,107.68924,TRUE
24029506,2019-06-29T22:58:55Z,99.06688,TRUE
22865978,2019-06-29T20:54:35Z,105.868352,TRUE
6986610,2019-06-29T15:22:28Z,107.271768,TRUE
1027953,2019-06-29T19:47:53Z,83.36187199999999,TRUE
1027953,2019-06-29T23:47:50Z,107.863984,TRUE
5071914,2019-06-29T03:10:16Z,107.37548799999999,TRUE
5071914,2019-06-29T15:10:08Z,107.37776799999999,TRUE
1028827,2019-06-29T18:38:32Z,60.450744,TRUE
1028947,2019-06-29T18:13:15Z,49.061008,TRUE
1354462,2019-06-29T04:46:41Z,60.411344,TRUE
1028001,2019-06-29T18:26:51Z,96.68643999999999,TRUE
23989234,2019-06-29T12:48:12Z,59.327135999999996,TRUE
23989234,2019-06-29T18:48:34Z,59.3664,TRUE
2322840,2019-06-29T02:44:02Z,36.725256,TRUE
2322840,2019-06-29T08:44:07Z,36.669768,TRUE
2521540,2019-06-09T00:00:29Z,52.455591999999996,TRUE
23116282,2019-06-09T19:47:55Z,28.174736,TRUE
1231656,2019-06-09T01:41:18Z,59.031216,TRUE
1231656,2019-06-09T20:33:01Z,60.185351999999995,TRUE
1231656,2019-06-09T21:32:40Z,60.097559999999994,TRUE
