person_id,time_of_measurement,measured_upload_speed_in_Mbps,did_test_complete_successfully
1028001,2019-07-01T16:26:30Z,39.565695999999996,TRUE
24028866,2019-07-01T20:02:30Z,6.768024,TRUE
1231656,2019-07-01T21:43:43Z,20.746176,TRUE
1347840,2019-07-01T13:03:26Z,2.931344,TRUE
2211158,2019-07-01T17:20:41Z,15.333176,TRUE
23786670,2019-07-01T20:06:59Z,14.097847999999999,TRUE
21279190,2019-07-01T11:29:23Z,18.169064,TRUE
1347800,2019-07-01T22:17:23Z,2.8822479999999997,TRUE
2261014,2019-07-01T19:34:09Z,20.841568,TRUE
2261014,2019-07-01T21:34:09Z,20.821759999999998,TRUE
2219496,2019-07-01T16:20:13Z,20.836288,TRUE
2219496,2019-07-01T23:20:37Z,20.83472,TRUE
2211294,2019-07-01T04:55:40Z,39.651784,TRUE
2521492,2019-07-01T18:44:04Z,39.884527999999996,TRUE
2211294,2019-07-01T22:58:19Z,39.652384,TRUE
1347840,2019-07-01T01:03:25Z,2.910488,TRUE
2211158,2019-07-01T05:20:42Z,15.262535999999999,TRUE
1347840,2019-07-01T20:03:25Z,2.9220800000000002,TRUE
1231656,2019-07-01T21:33:40Z,20.70588,TRUE
2219340,2019-07-01T23:56:08Z,39.943087999999996,TRUE
23786670,2019-07-01T10:04:15Z,38.73692,TRUE
1231668,2019-07-01T19:52:13Z,20.96312,TRUE
1188410,2019-07-01T14:35:33Z,20.828864,TRUE
1347840,2019-07-01T07:03:28Z,2.926704,TRUE
2211158,2019-07-01T19:23:25Z,15.306928,TRUE
2219496,2019-07-01T21:20:53Z,20.802951999999998,TRUE
1347786,2019-07-01T20:31:28Z,2.317952,TRUE
2521492,2019-07-01T22:44:03Z,39.870447999999996,TRUE
3880994,2019-07-01T20:33:09Z,20.843792,TRUE
1347786,2019-07-01T17:29:06Z,2.200448,TRUE
1347786,2019-07-01T21:31:39Z,2.228096,TRUE
1347786,2019-07-01T22:31:28Z,2.184472,TRUE
2261014,2019-07-01T22:34:29Z,20.41744,TRUE
3880994,2019-07-01T23:33:13Z,20.818416,TRUE
1347786,2019-07-01T18:31:35Z,2.433144,TRUE
1347786,2019-07-01T19:31:28Z,2.445232,TRUE
2211294,2019-07-01T18:58:39Z,39.58088,TRUE
2521492,2019-07-01T21:46:06Z,39.915088,TRUE
2521492,2019-07-01T23:46:50Z,39.902496,TRUE
2521492,2019-07-01T02:46:40Z,39.907176,TRUE
3880994,2019-07-01T06:33:13Z,20.850088,TRUE
3880994,2019-07-01T18:33:10Z,20.830448,TRUE
1347786,2019-07-01T11:29:06Z,2.331776,TRUE
2521492,2019-07-01T14:44:03Z,39.87828,TRUE
11285738,2019-06-06T21:45:57Z,37.80184,TRUE
1028947,2019-06-06T23:13:57Z,8.110192,TRUE
21854442,2019-06-06T16:54:12Z,39.949816,TRUE
21854442,2019-06-06T20:52:17Z,39.165216,TRUE
1196486,2019-06-06T13:24:42Z,20.953632,TRUE
1028839,2019-06-06T11:43:55Z,16.15352,TRUE
1028839,2019-06-06T18:46:07Z,16.177616,TRUE
2211294,2019-06-06T04:55:35Z,39.682528,TRUE
1029498,2019-06-06T22:48:45Z,20.616768,TRUE
1028879,2019-06-06T23:15:08Z,20.963304,TRUE
4114290,2019-06-14T20:41:39Z,39.638791999999995,TRUE
4114290,2019-06-14T23:41:24Z,39.673304,TRUE
24029406,2019-06-14T02:29:30Z,20.867224,TRUE
24029406,2019-06-14T14:34:12Z,20.88372,TRUE
2211060,2019-06-14T04:23:42Z,39.966656,TRUE
23116282,2019-06-14T15:45:53Z,10.857287999999999,TRUE
23084194,2019-06-14T04:44:48Z,39.889207999999996,TRUE
23084186,2019-06-14T19:49:35Z,20.990223999999998,TRUE
23084194,2019-06-14T22:44:47Z,39.20636,TRUE
11285762,2019-06-14T18:31:55Z,16.723352,TRUE
2211184,2019-06-14T18:43:16Z,20.999488,TRUE
1027953,2019-06-14T19:48:21Z,39.600511999999995,TRUE
1027953,2019-06-14T21:48:24Z,39.646688,TRUE
4441394,2019-06-14T22:35:44Z,8.656175999999999,TRUE
1027953,2019-06-14T22:48:21Z,39.654376,TRUE
1029498,2019-06-14T10:45:50Z,20.746512,TRUE
1029498,2019-06-14T18:48:34Z,20.57716,TRUE
24028982,2019-06-14T23:19:57Z,2.961128,TRUE
6986610,2019-06-14T22:25:06Z,39.298184,TRUE
3899014,2019-06-14T22:31:18Z,39.749424,TRUE
22865978,2019-06-14T21:55:05Z,40.023592,TRUE
22865978,2019-06-14T22:55:26Z,40.00748,TRUE
3899010,2019-06-14T23:10:30Z,19.485416,TRUE
5071790,2019-06-14T02:09:44Z,2.715024,TRUE
5071790,2019-06-14T20:12:27Z,2.735592,TRUE
2219376,2019-06-14T00:10:12Z,39.990272,TRUE
1347870,2019-06-14T19:32:44Z,24.982632,TRUE
1028839,2019-06-14T17:43:41Z,16.133752,TRUE
11285726,2019-06-14T15:30:50Z,2.8503439999999998,TRUE
11285726,2019-06-14T22:32:02Z,2.863848,TRUE
2219340,2019-06-14T20:56:08Z,39.944832,TRUE
3881210,2019-06-26T19:55:00Z,40.084264,TRUE
2219376,2019-06-26T18:12:59Z,40.041792,TRUE
24029506,2019-06-26T19:59:42Z,25.951007999999998,TRUE
24028982,2019-06-26T18:13:57Z,2.911664,TRUE
24028982,2019-06-26T23:14:51Z,2.919032,TRUE
3881210,2019-06-26T23:55:00Z,40.0498,TRUE
24029490,2019-06-26T20:27:06Z,2.5183999999999997,TRUE
24029506,2019-06-26T01:59:50Z,25.459287999999997,TRUE
21279226,2019-06-26T10:34:03Z,12.093928,TRUE
24028982,2019-06-26T21:13:58Z,2.949752,TRUE
24028982,2019-06-26T21:19:15Z,2.936728,TRUE
1027953,2019-06-26T21:48:21Z,39.640304,TRUE
1027953,2019-06-26T23:48:21Z,39.663432,TRUE
5071790,2019-06-26T02:09:44Z,2.727448,TRUE
5071790,2019-06-26T22:12:26Z,2.747912,TRUE
2211044,2019-06-26T18:07:42Z,39.677184,TRUE
2211232,2019-06-26T21:12:58Z,6.715584,TRUE
21854474,2019-06-26T18:26:03Z,20.835535999999998,TRUE
11285730,2019-06-26T20:12:29Z,11.989352,TRUE
1347838,2019-06-26T21:15:17Z,2.412416,TRUE
4991202,2019-06-26T07:43:10Z,20.585967999999998,TRUE
4991202,2019-06-26T22:42:56Z,20.624336,TRUE
24029406,2019-06-26T20:25:52Z,4.40808,TRUE
4114290,2019-06-26T15:38:49Z,39.67248,TRUE
2322840,2019-06-26T22:44:57Z,6.763336,TRUE
6986482,2019-06-26T19:44:08Z,3.6135599999999997,TRUE
6986482,2019-06-26T21:44:05Z,16.14744,TRUE
2261014,2019-06-26T07:31:32Z,20.858207999999998,TRUE
24029406,2019-06-26T02:29:21Z,4.41728,TRUE
2219340,2019-06-26T07:56:35Z,39.939831999999996,TRUE
24029406,2019-06-26T08:10:29Z,4.3468800000000005,TRUE
1231656,2019-06-26T18:43:51Z,20.37476,TRUE
1231656,2019-06-26T19:38:58Z,20.813712,TRUE
1231656,2019-06-26T20:44:13Z,20.698743999999998,TRUE
1231656,2019-06-26T23:38:41Z,20.81616,TRUE
22865978,2019-06-30T04:52:25Z,40.037304,TRUE
2219376,2019-06-30T18:12:58Z,39.94256,TRUE
1347870,2019-06-30T22:32:43Z,25.035016,TRUE
5071782,2019-06-30T22:32:12Z,20.99188,TRUE
3881210,2019-06-30T23:55:00Z,39.964248,TRUE
1028915,2019-06-30T23:25:16Z,20.967447999999997,TRUE
24029378,2019-06-30T18:39:57Z,2.813312,TRUE
1196486,2019-06-30T07:24:41Z,20.969815999999998,TRUE
2273484,2019-06-30T04:26:09Z,3.03864,TRUE
2565330,2019-06-30T21:13:59Z,39.954712,TRUE
5301330,2019-06-30T17:02:49Z,20.971056,TRUE
23487054,2019-06-30T19:23:21Z,19.56964,TRUE
11285738,2019-06-30T01:42:45Z,39.609544,TRUE
1028955,2019-06-30T22:19:52Z,20.867824,TRUE
1231656,2019-06-30T07:41:29Z,20.788192,TRUE
1231656,2019-06-30T13:37:49Z,20.764352,TRUE
1231656,2019-06-30T23:34:09Z,20.805792,TRUE
4191210,2019-06-30T21:17:05Z,20.916888,TRUE
1028001,2019-06-30T04:28:57Z,39.70292,TRUE
23084194,2019-06-30T16:45:20Z,35.083752,TRUE
23116282,2019-06-30T15:45:44Z,19.809728,TRUE
2521540,2019-06-30T00:01:10Z,10.412056,TRUE
6986482,2019-06-30T19:44:01Z,16.152112,TRUE
1354462,2019-06-30T19:49:52Z,20.634368,TRUE
3880994,2019-06-30T19:33:26Z,20.838496,TRUE
3880994,2019-06-30T23:33:17Z,20.833256,TRUE
4406790,2019-06-30T09:36:58Z,7.449832,TRUE
4406790,2019-06-30T23:39:18Z,7.398064,TRUE
2211294,2019-06-30T10:57:13Z,39.684944,TRUE
24028866,2019-06-30T08:02:22Z,6.493008,TRUE
23487042,2019-07-01T01:28:40Z,39.918008,TRUE
3880970,2019-07-01T19:27:53Z,35.329471999999996,TRUE
2219382,2019-07-01T22:53:41Z,19.973712,TRUE
3899010,2019-07-01T08:07:50Z,18.543368,TRUE
11285762,2019-07-01T06:31:36Z,39.968592,TRUE
5301302,2019-07-01T11:10:03Z,20.520456,TRUE
11285762,2019-07-01T12:31:48Z,39.724143999999995,TRUE
5301302,2019-07-01T17:09:58Z,20.54992,TRUE
2211060,2019-07-01T21:25:55Z,39.970735999999995,TRUE
2211104,2019-07-01T14:39:53Z,20.976928,TRUE
23084186,2019-07-01T23:49:36Z,20.622752,TRUE
11285738,2019-07-01T23:45:26Z,39.578184,TRUE
23116282,2019-07-01T18:48:28Z,20.467648,TRUE
6986482,2019-07-01T06:41:31Z,15.568384,TRUE
4191210,2019-07-01T21:16:51Z,20.686992,TRUE
1347838,2019-07-01T14:13:11Z,2.520032,TRUE
2211184,2019-07-01T13:43:05Z,20.993095999999998,TRUE
1354462,2019-07-01T04:47:08Z,20.40868,TRUE
1354462,2019-07-01T10:47:08Z,20.65072,TRUE
2211060,2019-07-01T16:23:34Z,39.93392,TRUE
1188468,2019-07-01T18:56:39Z,20.569888,TRUE
1188468,2019-07-01T19:56:38Z,20.696512,TRUE
23487054,2019-07-01T20:23:23Z,20.270599999999998,TRUE
23084186,2019-07-01T17:46:54Z,20.981032,TRUE
23084186,2019-07-01T21:49:41Z,20.595336,TRUE
23116282,2019-07-01T19:48:28Z,20.235392,TRUE
1188488,2019-07-01T07:21:33Z,7.7710159999999995,TRUE
1188488,2019-07-01T18:21:30Z,7.733584,TRUE
23084186,2019-06-26T18:49:38Z,20.895063999999998,TRUE
23084186,2019-06-26T23:49:35Z,20.899176,TRUE
21854474,2019-06-26T19:26:15Z,20.10912,TRUE
21854474,2019-06-26T23:26:20Z,20.843263999999998,TRUE
4191210,2019-06-26T18:16:40Z,20.866951999999998,TRUE
5071862,2019-06-26T07:03:18Z,20.840616,TRUE
11285730,2019-06-26T23:11:38Z,11.998024,TRUE
5301302,2019-06-26T11:12:07Z,20.962847999999997,TRUE
24029406,2019-06-26T19:25:29Z,4.417368,TRUE
24029406,2019-06-26T21:25:37Z,4.416136,TRUE
4114290,2019-06-26T09:38:39Z,39.3196,TRUE
4114290,2019-06-26T23:41:25Z,39.732304,TRUE
2322840,2019-06-26T02:44:45Z,6.719304,TRUE
4719126,2019-06-26T01:28:34Z,32.499776,TRUE
6986482,2019-06-26T20:44:45Z,12.859176,TRUE
11285738,2019-06-26T20:45:41Z,39.455,TRUE
1029442,2019-06-26T07:56:16Z,20.849536,TRUE
2273484,2019-06-26T10:26:08Z,3.000488,TRUE
3880970,2019-06-26T20:27:51Z,39.744023999999996,TRUE
2219382,2019-06-26T20:53:44Z,20.093312,TRUE
3899014,2019-06-26T21:31:20Z,39.609984,TRUE
1028839,2019-06-26T17:43:47Z,16.628847999999998,TRUE
3881226,2019-06-26T21:56:31Z,20.975711999999998,TRUE
1028001,2019-06-26T18:28:56Z,39.742112,TRUE
24028866,2019-06-26T20:02:31Z,2.812808,TRUE
1347800,2019-06-26T21:17:22Z,2.846768,TRUE
1347800,2019-06-26T22:17:22Z,2.85212,TRUE
3880994,2019-06-26T19:33:09Z,20.815344,TRUE
2261014,2019-06-26T21:34:12Z,20.799447999999998,TRUE
2261014,2019-06-26T22:34:18Z,20.596743999999997,TRUE
4406790,2019-06-26T22:39:20Z,7.411416,TRUE
2219496,2019-06-26T18:21:20Z,20.676247999999998,TRUE
4406790,2019-06-26T23:39:22Z,7.4056,TRUE
2219496,2019-06-26T04:21:01Z,20.792704,TRUE
1231656,2019-06-26T19:33:33Z,20.746216,TRUE
1231656,2019-06-26T19:43:42Z,20.790808,TRUE
23786670,2019-06-26T21:07:03Z,18.920496,TRUE
6986450,2019-06-26T18:30:07Z,39.149856,TRUE
1231668,2019-06-26T03:50:39Z,21.003024,TRUE
2219496,2019-06-26T19:22:03Z,20.720696,TRUE
1231656,2019-06-26T22:33:38Z,20.695999999999998,TRUE
2219340,2019-06-26T22:53:59Z,39.946264,TRUE
6986450,2019-06-26T19:30:04Z,39.174016,TRUE
1347800,2019-06-26T03:14:41Z,2.838016,TRUE
1347800,2019-06-26T20:17:22Z,2.750496,TRUE
2211158,2019-06-26T19:23:25Z,14.72168,TRUE
11285762,2019-06-26T00:33:50Z,2,FALSE
11285762,2019-06-26T19:31:38Z,2,FALSE
2219340,2019-06-26T13:56:14Z,39.979768,TRUE
1231656,2019-06-26T18:39:13Z,20.782823999999998,TRUE
1188410,2019-06-26T14:35:47Z,20.792264,TRUE
21279190,2019-06-26T22:31:52Z,20.819039999999998,TRUE
2211158,2019-06-26T05:20:42Z,14.613192,TRUE
1347786,2019-06-26T20:31:31Z,2.2741759999999998,TRUE
1028001,2019-06-26T16:28:56Z,39.700168,TRUE
1347786,2019-06-26T11:30:25Z,2.1889279999999998,TRUE
1347786,2019-06-26T22:31:27Z,2.410104,TRUE
2211158,2019-06-26T17:20:44Z,14.707647999999999,TRUE
6986450,2019-06-26T20:30:09Z,39.216176,TRUE
2211294,2019-06-26T23:58:18Z,39.526047999999996,TRUE
11285762,2019-06-26T12:33:27Z,2,FALSE
1347786,2019-06-26T21:31:34Z,2.24192,TRUE
1347840,2019-06-26T23:03:21Z,2.94756,TRUE
1231668,2019-06-26T09:50:42Z,20.940759999999997,TRUE
3899014,2019-06-28T18:31:20Z,39.73328,TRUE
1231656,2019-06-28T13:17:48Z,20.872992,TRUE
4191210,2019-06-28T19:16:38Z,20.952768,TRUE
4191210,2019-06-28T22:16:48Z,20.812255999999998,TRUE
2211184,2019-06-28T19:43:28Z,20.956032,TRUE
2211184,2019-06-28T23:43:27Z,20.956024,TRUE
1188468,2019-06-28T20:56:38Z,20.669591999999998,TRUE
23989234,2019-06-28T20:48:41Z,20.982063999999998,TRUE
11285762,2019-06-28T06:31:40Z,31.833959999999998,TRUE
11285762,2019-06-28T19:31:37Z,35.507624,TRUE
5301302,2019-06-28T20:09:59Z,21.011416,TRUE
5301302,2019-06-28T21:09:57Z,20.969856,TRUE
11285762,2019-06-28T22:31:47Z,25.211831999999998,TRUE
4406790,2019-06-28T18:39:17Z,7.485272,TRUE
11285762,2019-06-28T00:31:35Z,2,FALSE
2219340,2019-06-28T21:56:33Z,39.958632,TRUE
24028866,2019-06-28T21:02:22Z,6.810175999999999,TRUE
1347840,2019-06-28T07:03:18Z,2.896584,TRUE
2261014,2019-06-28T13:31:52Z,20.837816,TRUE
24029490,2019-07-01T19:27:19Z,2.688888,TRUE
1347870,2019-07-01T23:32:50Z,25.015144,TRUE
21279226,2019-07-01T16:34:03Z,12.863088,TRUE
5071914,2019-07-01T22:13:23Z,39.70952,TRUE
3881226,2019-07-01T23:56:33Z,20.994144,TRUE
24029378,2019-07-01T18:40:32Z,2.815608,TRUE
24029378,2019-07-01T21:39:58Z,2.820216,TRUE
6986610,2019-07-01T22:25:12Z,39.551184,TRUE
1027953,2019-07-01T15:47:06Z,39.653928,TRUE
1027953,2019-07-01T20:48:21Z,39.645488,TRUE
22865978,2019-07-01T21:55:08Z,39.980184,TRUE
1028827,2019-07-01T22:39:05Z,20.730624,TRUE
1188410,2019-07-01T08:35:33Z,20.831152,TRUE
1188410,2019-07-01T23:35:33Z,20.8244,TRUE
23786670,2019-07-01T16:04:17Z,35.735352,TRUE
1347800,2019-07-01T09:14:40Z,2.86296,TRUE
5071790,2019-07-01T19:12:27Z,2.764536,TRUE
1027953,2019-07-01T09:45:38Z,39.607231999999996,TRUE
1029498,2019-07-01T22:48:34Z,20.858536,TRUE
2219376,2019-07-01T00:10:22Z,39.96752,TRUE
24028982,2019-07-01T06:59:07Z,2.918208,TRUE
21279226,2019-07-01T10:33:56Z,12.774823999999999,TRUE
5071914,2019-07-01T20:13:26Z,39.691064,TRUE
24029378,2019-07-01T13:24:18Z,2.811,TRUE
1028915,2019-07-01T04:25:19Z,20.962792,TRUE
4441394,2019-07-01T13:33:42Z,8.691952,TRUE
4441394,2019-07-01T18:35:39Z,8.5454,TRUE
24029490,2019-07-01T13:27:04Z,2.691192,TRUE
2219376,2019-07-01T19:12:56Z,39.956088,TRUE
2219464,2019-07-01T11:58:08Z,39.921488,TRUE
24029378,2019-07-01T13:44:48Z,2.813304,TRUE
22865978,2019-07-01T04:52:24Z,40.037304,TRUE
4441394,2019-07-01T01:33:40Z,8.858528,TRUE
6986482,2019-06-20T20:44:11Z,3.4450079999999996,TRUE
23116282,2019-06-20T21:48:28Z,11.316008,TRUE
4991202,2019-06-20T23:42:54Z,20.653544,TRUE
1347838,2019-06-20T18:15:18Z,2.652792,TRUE
1347838,2019-06-20T19:15:13Z,2.642816,TRUE
23084186,2019-06-20T18:49:33Z,20.920616,TRUE
2322840,2019-06-20T02:44:52Z,6.7470799999999995,TRUE
2322840,2019-06-20T18:44:44Z,6.7308639999999995,TRUE
23989234,2019-06-20T22:48:41Z,20.960639999999998,TRUE
2211184,2019-06-20T07:43:26Z,21.00468,TRUE
1028947,2019-06-20T20:13:49Z,8.229848,TRUE
4114290,2019-06-20T03:38:40Z,39.705208,TRUE
2975328,2019-06-20T20:59:24Z,20.872664,TRUE
2521540,2019-06-20T22:01:09Z,10.412792,TRUE
2521540,2019-06-20T23:01:10Z,10.338479999999999,TRUE
1231656,2019-06-20T07:17:51Z,20.817975999999998,TRUE
1231656,2019-06-20T22:34:11Z,20.793984,TRUE
23116258,2019-06-20T23:24:25Z,39.8684,TRUE
1354462,2019-06-20T21:49:50Z,20.499624,TRUE
4719126,2019-06-20T19:28:27Z,27.542279999999998,TRUE
1028915,2019-06-20T10:23:24Z,21.162952,TRUE
4441394,2019-06-20T22:35:38Z,8.76788,TRUE
3899010,2019-06-20T18:10:37Z,18.392032,TRUE
1028879,2019-06-20T18:14:56Z,20.956856,TRUE
1028879,2019-06-20T19:15:10Z,20.974064,TRUE
1029498,2019-06-20T22:48:33Z,20.746184,TRUE
24028982,2019-06-20T22:24:10Z,2.8689359999999997,TRUE
3881210,2019-06-20T13:52:24Z,39.972744,TRUE
3881210,2019-06-20T23:55:02Z,40.00044,TRUE
23487054,2019-06-20T22:23:19Z,20.629431999999998,TRUE
21854442,2019-06-20T18:52:46Z,39.716311999999995,TRUE
21854442,2019-06-20T19:52:28Z,39.289136,TRUE
23084194,2019-06-20T21:45:09Z,36.360175999999996,TRUE
23487054,2019-06-20T23:23:21Z,20.005247999999998,TRUE
23084194,2019-06-20T22:45:09Z,38.224312,TRUE
21854442,2019-06-20T22:54:37Z,37.028416,TRUE
21854442,2019-06-20T10:54:17Z,39.949928,TRUE
23487054,2019-06-20T21:23:19Z,20.88592,TRUE
21854442,2019-06-20T04:54:12Z,38.911088,TRUE
23084194,2019-06-20T19:45:08Z,39.701152,TRUE
23084194,2019-06-20T04:45:09Z,39.557368,TRUE
23084194,2019-06-20T23:45:14Z,38.676392,TRUE
23487054,2019-06-20T20:23:21Z,20.774048,TRUE
23487054,2019-06-20T19:23:52Z,20.435592,TRUE
24028866,2019-06-20T02:02:17Z,6.77984,TRUE
2211104,2019-06-20T02:39:47Z,20.96588,TRUE
2211104,2019-06-20T23:42:29Z,20.958887999999998,TRUE
1188488,2019-06-20T19:21:29Z,7.759408,TRUE
23487042,2019-06-20T21:31:09Z,39.908184,TRUE
2219382,2019-06-20T13:52:06Z,20.088728,TRUE
1027891,2019-06-20T13:38:00Z,2.927416,TRUE
1347800,2019-06-20T15:15:33Z,2.86648,TRUE
6986450,2019-06-20T09:27:22Z,39.321672,TRUE
1196486,2019-06-20T07:24:39Z,20.982512,TRUE
2211044,2019-06-20T18:07:44Z,39.601848,TRUE
1196486,2019-06-20T23:24:42Z,20.95532,TRUE
